original_variable_name,renamed_variable,variable_description,derived_variable,input_variable,data_source,broad_learning_context
SC175Q02JA,sc_minutes_class_period_avg,Average minutes in a class period across all subjects.,No,No,school_questionnaire,In School
SC176Q01JA,sc_math_class_size,Average size of mathematics classes in the national modal grade for 15-year-olds.,No,Yes,school_questionnaire,In School
SC003Q01TA,sc_language_class_size,Average size of test language classes in the national modal grade for 15-year-olds.,No,Yes,school_questionnaire,In School
SC174Q01JA,sc_foreign_languages_taught,Number of foreign languages taught at the school this academic year.,No,No,school_questionnaire,In School
SC053D11TA,sc_country_specific_activity,"School activities in a special occasion days, e.g. Buddhist Lent Day, Loy Kratong Day etc",No,Yes,school_questionnaire,In School
SC212Q01JA,sc_study_help_homework_room,Study help: Rooms provided for students to do their homework.,No,No,school_questionnaire,In School
SC212Q02JA,sc_study_help_staff,Study help: Staff assisting students with homework.,No,No,school_questionnaire,In School
SC212Q03JA,sc_study_help_peer_tutoring,Study help: Peer-to-peer tutoring provided for students.,No,No,school_questionnaire,In School
SC034Q01NA,sc_assessment_mandatory_tests,How often students are assessed using mandatory standardized tests.,No,No,school_questionnaire,In School
SC034Q02NA,sc_assessment_nonmandatory_tests,How often students are assessed using non-mandatory standardized tests.,No,No,school_questionnaire,In School
SC034Q03TA,sc_assessment_teacher_tests,How often students are assessed using teacher-developed tests.,No,No,school_questionnaire,In School
SC034Q04TA,sc_assessment_teacher_ratings,How often students are assessed using teachers' judgmental ratings.,No,No,school_questionnaire,In School
SC035Q01NA,sc_standardized_tests_guide_learning,Use of standardized tests: To guide students' learning.,No,Yes,school_questionnaire,In School
SC035Q01NB,sc_teacher_tests_guide_learning,Use of teacher-developed tests: To guide students' learning.,No,Yes,school_questionnaire,In School
SC035Q02TA,sc_standardized_tests_inform_parents,Use of standardized tests: To inform parents about child progress.,No,Yes,school_questionnaire,In School
SC035Q02TB,sc_teacher_tests_inform_parents,Use of teacher-developed tests: To inform parents about child progress.,No,Yes,school_questionnaire,In School
SC035Q03TA,sc_standardized_tests_retention,Use of standardized tests: To make decisions about students' retention or promotion.,No,Yes,school_questionnaire,In School
SC035Q03TB,sc_teacher_tests_retention,Use of teacher-developed tests: To make decisions about students' retention or promotion.,No,Yes,school_questionnaire,In School
SC035Q04TA,sc_standardized_tests_grouping,Use of standardized tests: To group students for instructional purposes.,No,Yes,school_questionnaire,In School
SC035Q04TB,sc_teacher_tests_grouping,Use of teacher-developed tests: To group students for instructional purposes.,No,Yes,school_questionnaire,In School
SC035Q05TA,sc_standardized_tests_school_comparison,Use of standardized tests: To compare school performance to district or national performance.,No,Yes,school_questionnaire,In School
SC035Q05TB,sc_teacher_tests_school_comparison,Use of teacher-developed tests: To compare school performance to district or national levels.,No,Yes,school_questionnaire,In School
SC035Q06TA,sc_standardized_tests_monitor_school,Use of standardized tests: To monitor school progress year over year.,No,Yes,school_questionnaire,In School
SC035Q06TB,sc_teacher_tests_monitor_school,Use of teacher-developed tests: To monitor school progress year over year.,No,Yes,school_questionnaire,In School
SC035Q07TA,sc_standardized_tests_teacher_effectiveness,Use of standardized tests: To evaluate teacher effectiveness.,No,Yes,school_questionnaire,In School
SC035Q07TB,sc_teacher_tests_teacher_effectiveness,Use of teacher-developed tests: To evaluate teacher effectiveness.,No,Yes,school_questionnaire,In School
SC035Q08TA,sc_standardized_tests_instruction_improvement,Use of standardized tests: To identify areas of improvement in instruction or curriculum.,No,Yes,school_questionnaire,In School
SC035Q08TB,sc_teacher_tests_instruction_improvement,Use of teacher-developed tests: To identify areas of improvement in instruction or curriculum.,No,Yes,school_questionnaire,In School
SC035Q09NA,sc_standardized_tests_adapt_needs,Use of standardized tests: To adapt teaching to students' needs.,No,Yes,school_questionnaire,In School
SC035Q09NB,sc_teacher_tests_adapt_needs,Use of teacher-developed tests: To adapt teaching to students' needs.,No,Yes,school_questionnaire,In School
SC035Q10TA,sc_standardized_tests_compare_schools,Use of standardized tests: To compare the school with other schools.,No,Yes,school_questionnaire,In School
SC035Q10TB,sc_teacher_tests_compare_schools,Use of teacher-developed tests: To compare the school with other schools.,No,Yes,school_questionnaire,In School
SC035Q11NA,sc_standardized_tests_award_certificates,Use of standardized tests: To award certificates to students.,No,Yes,school_questionnaire,In School
SC035Q11NB,sc_teacher_tests_award_certificates,Use of teacher-developed tests: To award certificates to students.,No,Yes,school_questionnaire,In School
SC042Q01TA,sc_student_grouped_by_ability,School policy: Students grouped by ability into different classes.,No,No,school_questionnaire,In School
SC042Q02TA,sc_student_grouped_within_classes,School policy: Students grouped by ability within their classes.,No,No,school_questionnaire,In School
SC187Q01WA,sc_math_classes_similar_content,Mathematics classes study similar content but at different levels of difficulty.,No,Yes,school_questionnaire,In School
SC187Q02WA,sc_math_classes_different_content,Different classes study different mathematics content with varying levels of difficulty.,No,Yes,school_questionnaire,In School
SC187Q03WA,sc_math_classes_grouped_ability,Students are grouped by ability within their mathematics classes.,No,No,school_questionnaire,In School
SC187Q04WA,sc_math_classes_mixed_ability,Teachers use pedagogies suitable for mixed-ability mathematics classes.,No,No,school_questionnaire,In School
SC177Q01JA,sc_responsible_math_courses,Responsible for choosing students' mathematics courses.,No,No,school_questionnaire,In School
SC177Q02JA,sc_responsible_math_difficulty_level,Responsible for choosing the level of difficulty of students' mathematics courses.,No,No,school_questionnaire,In School
SC177Q03JA,sc_responsible_math_number_courses,Responsible for deciding the number of mathematics courses or periods a student takes.,No,No,school_questionnaire,In School
SC188Q01JA,sc_math_programme_local_standards,Math program structured by local curriculum standards or guides.,No,No,school_questionnaire,In School
SC188Q02JA,sc_math_programme_regional_standards,Math program structured by regional or state curriculum standards or guides.,No,No,school_questionnaire,In School
SC188Q03JA,sc_math_programme_national_standards,Math program structured by national curriculum standards or frameworks.,No,No,school_questionnaire,In School
SC188Q04JA,sc_math_programme_in_school_standards,Math program structured by in-school curriculum frameworks and standards.,No,No,school_questionnaire,In School
SC188Q05JA,sc_math_programme_local_assessments,Math program structured by results from local assessments.,No,No,school_questionnaire,In School
SC188Q06JA,sc_math_programme_regional_assessments,Math program structured by results from regional assessments.,No,No,school_questionnaire,In School
SC188Q07JA,sc_math_programme_national_assessments,Math program structured by results from national assessments.,No,No,school_questionnaire,In School
SC188Q08JA,sc_math_programme_math_department,Math program structured by recommendations from the school math department.,No,No,school_questionnaire,In School
SC188Q09JA,sc_math_programme_teacher_discretion,Math program structured by the discretion of individual teachers.,No,No,school_questionnaire,In School
SC188Q10JA,sc_math_programme_school_assessments,Math program structured by results from school-based assessments.,No,No,school_questionnaire,In School
SC188Q11JA,sc_math_programme_commercial_programmes,Math program structured by commercially designed programs.,No,No,school_questionnaire,In School
SC195Q01JA,sc_assessment_mandatory_math_tests,Students assessed using mandatory standardized mathematics tests.,No,No,school_questionnaire,In School
SC195Q02JA,sc_assessment_nonmandatory_math_tests,Students assessed using non-mandatory standardized mathematics tests.,No,No,school_questionnaire,In School
SC195Q03JA,sc_assessment_teacher_math_tests,Students assessed using teacher-developed mathematics tests.,No,No,school_questionnaire,In School
SC195Q04JA,sc_assessment_teacher_math_ratings,Students assessed using teachers' judgmental ratings for mathematics.,No,No,school_questionnaire,In School
SC198Q01JA,sc_math_achievement_public_post,"Math achievement data posted publicly (e.g., in media).",No,No,school_questionnaire,In School
SC198Q02JA,sc_math_achievement_tracked_admin,Math achievement data tracked over time by an administrative authority.,No,No,school_questionnaire,In School
SC198Q03JA,sc_math_achievement_provided_parents,Math achievement data provided directly to parents or guardians.,No,No,school_questionnaire,In School
SC178Q01JA,sc_math_marks_above_pass,Percentage of students achieving marks at or above the pass mark in math.,No,No,school_questionnaire,In School
SC178Q02JA,sc_math_marks_below_pass,Percentage of students achieving marks below the pass mark in math.,No,No,school_questionnaire,In School
SC180Q01JA,sc_additional_math_lessons_offered,School offers additional math lessons outside of regular school hours.,No,No,school_questionnaire,In School
SC181Q01JA,sc_math_lessons_enrichment,Enrichment math lessons offered at school.,No,Yes,school_questionnaire,In School
SC181Q02JA,sc_math_lessons_remedial,Remedial math lessons offered at school.,No,Yes,school_questionnaire,In School
SC181Q03JA,sc_math_lessons_no_differentiation,Math lessons offered without differentiation based on prior achievement levels.,No,Yes,school_questionnaire,In School
SC189Q02WA,sc_policy_digital_devices_math_instruction,Policy exists for digital device usage in mathematics instruction.,No,No,school_questionnaire,In School
SC189Q03WA,sc_policy_same_math_textbook,All math classes use the same textbook.,No,No,school_questionnaire,In School
SC189Q04WA,sc_policy_standardized_math_curriculum,Math teachers follow a standardized monthly curriculum.,No,No,school_questionnaire,In School
SC189Q01JA,sc_policy_social_emotional_skills_teaching,School policy encourages teaching social and emotional skills.,No,No,school_questionnaire,In School
SC189Q05JA,sc_mission_social_emotional_skills,Mission statement describes social and emotional skills fostered in school.,No,No,school_questionnaire,In School
SC189Q06JA,sc_grading_social_emotional_skills,Teachers evaluate students' social and emotional skills as part of grading.,No,No,school_questionnaire,In School
SC169Q01JA,sc_career_guidance_offered,School offers career guidance for national modal grade 15 students.,No,No,school_questionnaire,In School
SC210Q01JA,sc_student_situation_description,Statements describing whether career guidance must be acitvely sought by students or whther it is scheduled for them.,No,No,school_questionnaire,In School
SC170Q01JA,sc_responsibility_career_guidance,Responsible entity for career guidance for national modal grade students.,No,No,school_questionnaire,In School
SC171Q01JA,sc_info_internships,School provides information about internships.,No,No,school_questionnaire,In School
SC171Q02JA,sc_info_future_careers,School provides information about future careers.,No,No,school_questionnaire,In School
SC171Q03JA,sc_info_edu_opportunities,Information provided about future educational opportunities.,No,No,school_questionnaire,In School
SC171Q04JA,sc_info_student_financing,"Information provided about student financing (e.g., loans or grants).",No,No,school_questionnaire,In School
SC213Q01JA,sc_school_days_closed_covid,Number of school days closed due to COVID-19 in the last 3 years.,No,No,school_questionnaire,Out of School
SC213Q02JA,sc_school_days_closed_other,"Number of school days closed for other reasons (e.g., natural disasters, strikes).",No,No,school_questionnaire,Out of School
SC214Q01JA,sc_covid_remote_classes,Classes were taught remotely using digital devices during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC214Q02JA,sc_covid_self_study_material,Students were asked to complete classes on their own using distributed materials.,No,No,school_questionnaire,Out of School
SC214Q03JA,sc_covid_classes_cancelled,Classes were canceled and not replaced by remote instruction during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC215Q01JA,sc_covid_offer_paper_materials,"Paper textbooks, workbooks, or worksheets offered to students during COVID-19 closures.",No,No,school_questionnaire,Out of School
SC215Q02JA,sc_covid_offer_digital_materials,"Digital textbooks, workbooks, or worksheets offered to students during COVID-19 closures.",No,No,school_questionnaire,Out of School
SC215Q03JA,sc_covid_offer_real_time_lessons,Real-time lessons by teachers using video communication platforms during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC215Q04JA,sc_covid_offer_recorded_lessons_school,Recorded lessons or digital material created by school teachers during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC215Q05JA,sc_covid_offer_recorded_lessons_outside,Recorded lessons or digital material created by others outside school during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC215Q06JA,sc_covid_offer_special_resources,Additional resources for students with special learning needs during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC215Q07JA,sc_covid_offer_heritage_language_resources,Additional resources for students whose heritage language is different from the test language.,No,No,school_questionnaire,Out of School
SC215Q08JA,sc_covid_offer_tv_radio_lessons,Lessons broadcasted over television or radio during COVID-19 closures.,No,No,school_questionnaire,Out of School
SC216Q01JA,sc_covid_hindered_lack_student_devices,Remote instruction hindered by students' lack of access to digital devices.,No,Yes,school_questionnaire,Out of School
SC216Q02JA,sc_covid_hindered_lack_teacher_devices,Remote instruction hindered by teachers' lack of access to digital devices.,No,Yes,school_questionnaire,Out of School
SC216Q03JA,sc_covid_hindered_lack_student_internet,Remote instruction hindered by students' lack of access to the Internet.,No,Yes,school_questionnaire,Out of School
SC216Q04JA,sc_covid_hindered_lack_teacher_internet,Remote instruction hindered by teachers' lack of access to the Internet.,No,Yes,school_questionnaire,Out of School
SC216Q05JA,sc_covid_hindered_lack_lms,Remote instruction hindered by lack of learning management systems or platforms.,No,Yes,school_questionnaire,Out of School
SC216Q06JA,sc_covid_hindered_lack_materials,Remote instruction hindered by lack of educational materials for distance learning.,No,Yes,school_questionnaire,Out of School
SC216Q07JA,sc_covid_hindered_communication_students,Difficulty getting in touch with students hindered remote instruction.,No,Yes,school_questionnaire,Out of School
SC216Q08JA,sc_covid_hindered_teacher_shortage,Shortage of teachers hindered remote instruction during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC216Q09JA,sc_covid_hindered_teacher_experience,Lack of teacher experience with remote instruction hindered learning during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC217Q01JA,sc_covid_teacher_written_notes,Teachers asked to communicate with students via written notes or letters.,No,No,school_questionnaire,Out of School
SC217Q02JA,sc_covid_teacher_email,Teachers asked to communicate with students via email.,No,No,school_questionnaire,Out of School
SC217Q03JA,sc_covid_teacher_virtual_meetings,Teachers asked to conduct virtual office hours or meetings with students.,No,No,school_questionnaire,Out of School
SC217Q04JA,sc_covid_teacher_phone_answers,Teachers asked to answer students' questions over the phone.,No,No,school_questionnaire,Out of School
SC217Q05JA,sc_covid_teacher_initiate_calls,Teachers asked to initiate calls to students.,No,No,school_questionnaire,Out of School
SC217Q06JA,sc_covid_teacher_parent_help,Teachers asked parents or guardians to help with their child's distance learning.,No,No,school_questionnaire,Out of School
SC217Q07JA,sc_covid_teacher_contact_parents,Teachers asked to initiate communications with parents about their child's progress.,No,No,school_questionnaire,Out of School
SC217Q08JA,sc_covid_teacher_info_parents,Teachers provided information to parents on helping their child with schoolwork.,No,No,school_questionnaire,Out of School
SC217Q10JA,sc_covid_teacher_track_assignments,Teachers asked to track students' completion of distance learning assignments.,No,No,school_questionnaire,Out of School
SC218Q01JA,sc_covid_track_student_attendance,School tracked student attendance in distance learning activities.,No,No,school_questionnaire,Out of School
SC219Q01JA,sc_covid_percent_attend_distance_learning,Percentage of students attending distance learning activities in a typical week.,No,No,school_questionnaire,Out of School
SC220Q01JA,sc_covid_percent_no_attendance_distance_learning,Percentage of students not attending any distance learning activities.,No,No,school_questionnaire,Out of School
SC221Q01JA,sc_covid_teacher_resources_meetings,Teachers provided regular meetings with staff for remote instruction resources.,No,No,school_questionnaire,Out of School
SC221Q02JA,sc_covid_teacher_resources_online_tools,Teachers provided online platforms for collaborative learning.,No,No,school_questionnaire,Out of School
SC221Q03JA,sc_covid_teacher_resources_plan_tools,Teachers provided tools to develop remote instruction plans.,No,No,school_questionnaire,Out of School
SC221Q04JA,sc_covid_teacher_resources_prof_dev,Teachers engaged in professional development activities for remote instruction.,No,No,school_questionnaire,Out of School
SC222Q01JA,sc_covid_support_national_authority,National educational authority supported schools during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC222Q02JA,sc_covid_support_regional_authority,Regional educational authority supported schools during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC222Q03JA,sc_covid_support_local_authority,Local educational authority supported schools during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC222Q04JA,sc_covid_support_parents,Parents or guardians supported schools during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC222Q05JA,sc_covid_support_private_donors,Private donors supported schools during COVID-19 closures.,No,Yes,school_questionnaire,Out of School
SC223Q01JA,sc_covid_prepare_teacher_training_video_tools,Schools trained teachers on video communication programs for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q02JA,sc_covid_prepare_student_training_video_tools,Schools trained students on video communication programs for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q03JA,sc_covid_prepare_digital_materials,Schools prepared digital materials for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q04JA,sc_covid_prepare_paper_materials,Schools prepared paper-based materials for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q05JA,sc_covid_prepare_adapt_curriculum,Schools adapted curriculum plans for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q06JA,sc_prepare_digital_assessments,School prepared digital materials for assessing student learning via online assessments.,No,Yes,school_questionnaire,Out of School
SC223Q07JA,sc_prepare_resources_for_parents,School compiled instructional resources for parents or guardians to support children's learning.,No,Yes,school_questionnaire,Out of School
SC223Q08JA,sc_prepare_student_access_devices,School ensured students had access to digital devices for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q09JA,sc_prepare_teacher_access_resources,School ensured teaching staff had access to digital resources for remote instruction.,No,Yes,school_questionnaire,Out of School
SC223Q10JA,sc_prepare_plan_transition_remote,School prepared a plan for transitioning from classroom-based to remote instruction.,No,Yes,school_questionnaire,Out of School
SC155Q06HA,sc_teacher_skills_digital_integration,Agreement level on whether teachers have technical and pedagogical skills to integrate devices.,No,Yes,school_questionnaire,In School
SC155Q07HA,sc_teacher_time_digital_preparation,Agreement level on whether teachers have sufficient time to prepare lessons with digital devices.,No,Yes,school_questionnaire,In School
SC155Q08HA,sc_resources_prof_dev_digital,Agreement level on the availability of effective resources for teachers to learn device usage.,No,Yes,school_questionnaire,In School
SC155Q09HA,sc_online_learning_support_availability,Agreement level on the availability of an effective online learning support platform.,No,Yes,school_questionnaire,In School
SC155Q10HA,sc_teacher_incentives_digital_integration,Agreement level on whether teachers are incentivized to integrate digital devices in teaching.,No,Yes,school_questionnaire,In School
SC155Q11HA,sc_tech_support_availability,Agreement level on whether the school has sufficient qualified technical assistant staff.,No,Yes,school_questionnaire,In School
SC224Q01JA,sc_preparedness_remote_instruction,How prepared the school is to provide remote instruction if closed for an extended period.,No,No,school_questionnaire,Out of School
SC209Q04JA,sc_promote_pisa_to_teachers,Whether the principal has spoken to teachers about the importance of the PISA test.,No,No,school_questionnaire,Not Applicable
SC209Q05JA,sc_promote_pisa_to_parents,Whether the principal has spoken to parents or guardians about the importance of the PISA test.,No,No,school_questionnaire,Not Applicable
SC209Q06JA,sc_encourage_pisa_effort,Whether the principal has encouraged students to do their best during the PISA test.,No,No,school_questionnaire,Not Applicable
PRIVATESCH,scdv_school_type_derived,"School type derived from sampling information; values = public, private, missing",Yes,Yes,pisa_derived_variable,In School
SCHLTYPE,scdv_school_type_public_private,"Type of school (private independent, private government-dependent, or public)",Yes,No,pisa_school_questionnaire,In School
SCHSIZE,scdv_school_size,Total school size (sum of students),Yes,Yes,pisa_school_questionnaire,In School
TOTAT,scdv_total_teachers,Total number of teachers at the school,Yes,Yes,pisa_school_questionnaire,In School
PROATCE,scdv_proportion_fully_cert_teachers,Proportion of all teachers fully certified,Yes,No,pisa_derived_variable,In School
PROPAT6,scdv_proportion_bachelor_teachers,Proportion of all teachers with ISCED Level 6 Bachelor qualification,Yes,No,pisa_derived_variable,In School
PROPAT7,scdv_proportion_master_teachers,Proportion of all teachers with ISCED Level 7 Master qualification,Yes,No,pisa_derived_variable,In School
PROPAT8,scdv_proportion_doctorate_teachers,Proportion of all teachers with ISCED Level 8 Doctoral qualification,Yes,No,pisa_derived_variable,In School
STRATIO,scdv_student_teacher_ratio,Student-teacher ratio,Yes,No,pisa_derived_variable,In School
TOTMATH,scdv_total_math_teachers,Total number of mathematics teachers at the school,Yes,Yes,pisa_school_questionnaire,In School
PROPMATH,scdv_proportion_math_teachers,Proportion of mathematics teachers among all teachers,Yes,No,pisa_derived_variable,In School
SMRATIO,scdv_student_math_teacher_ratio,Student-mathematics teacher ratio,Yes,No,pisa_derived_variable,In School
TOTSTAFF,scdv_total_non_teaching_staff,Total number of non-teaching staff at the school,Yes,Yes,pisa_school_questionnaire,In School
PROPSUPP,scdv_proportion_pedagogical_support,Proportion of personnel for pedagogical support,Yes,No,pisa_derived_variable,In School
PROADMIN,scdv_proportion_admin_staff,Proportion of school administrative personnel,Yes,No,pisa_derived_variable,In School
PROMGMT,scdv_proportion_management_staff,Proportion of school management personnel,Yes,No,pisa_derived_variable,In School
PROOSTAF,scdv_proportion_other_staff,Proportion of other non-teaching staff,Yes,No,pisa_derived_variable,In School
SCHSEL,scdv_school_selectivity,"Principals were asked in SC012 about admittance policies at their school, including student academicperformance and recommendation by feeder schools. The three response categories for this question were“Never”, “Sometimes”, and “Always”.",Yes,No,pisa_school_questionnaire,In School
SCHAUTO,scdv_school_autonomy,"Weighted Likelihood Estimate (WLE) for school autonomy. Principals were asked in SC202 about who had the main responsibility for various decisions or activities at their school (e.g., “Appointing or hiring teachers”, “Determining teachers’ salary increases”). The six response categories for the 12 items in the scale were “Principal”, “Teachers or members of <school management team>”, “<School governing board>”, “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. Higher scale score values indicate that the principal,teachers or members of the school management team, and the school governing board had a greater levelof autonomy in decision-making activities at their school. Lower scale score values indicate that thesegroups had less autonomy.",Yes,No,pisa_derived_variable,In School
TCHPART,scdv_teacher_participation,"Weighted Likelihood Estimate (WLE) for teacher participation. Principals were asked in SC202 about who had the main responsibility for various decisions or activities at their school (e.g., “Formulating the school budget”, “Choosing which learning materials are used”). The six response categories for the 12 items in the scale were “Principal”, “Teachers or members of <school management team>”, “<School governing board>”, “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. Higher scale score values indicate that the teachers or members of the school management team participated to a greater extent in decision-making activities at their school. Lower scale score values indicate that they participated to a lesser extent. ",Yes,No,pisa_derived_variable,In School
SRESPCUR,scdv_school_resp_curriculum,"School responsibility for curriculum. Principals were asked in SC202 about who had the main responsibility for various decisions or activities at their school. The six response categories for this question were “Principal”, “Teachers or members of <school management team>”, “<School governing board>”, “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. An index of the relative level of responsibility of school staff in deciding issues related to curriculum and assessment (RESPCUR) was computed from the school principals’ reports regarding who had the main responsibility for 4 items in SC202. The index was calculated on the basis of the ratio of responses for “Principal”, “Teachers or members of <school management team>”, or “<School governing board>” on the one hand to responses for “<Local or municipal authority>”, “<Regional or state authority>”, or “<National or federal authority>” on the other hand. In the first step, a count for school responsibility was calculated by counting the number of “Principal”, “Teachers or members of <school management team>”, and “<School governing board>” responses. In the second step, a count for non-school responsibility was calculated by counting the number of “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. In the third step, the school responsibility count was divided by the non-school responsibility count. To avoid dividing by ”0”, “1” was added to both the numerator and denominator; when the ratio of school responsibility to non-school responsibility was 4:0, an index value of 4 was assigned. Higher values indicated relatively higher levels of school responsibility in deciding issues related to curriculum and assessment.",Yes,No,pisa_school_questionnaire,In School
SRESPRES,scdv_school_resp_resources,"School responsibility for resources. Principals were asked in SC202 about who had the main responsibility for various decisions or activities at their school. The six response categories for this question were “Principal”, “Teachers or members of <school management team>”, “<School governing board>”, “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. An index of the relative level of responsibility of school staff in deciding issues related to allocating resources (RESPRES) was computed from the school principals’ reports regarding who had the main responsibility for 6 items in SC202. The index was calculated on the basis of the ratio of responses for “Principal”, “Teachers or members of <school management team>”, or “<School governing board>” on the one hand to responses for “<Local or municipal authority>”, “<Regional or state authority>”, or “<National or federal authority>” on the other hand. In the first step, a count for school responsibility was calculated by counting the number of “Principal”, “Teachers or members of <school management team>”, and “<School governing board>” responses. In the second step, a count for non-school responsibility was calculated by counting the number of “<Local or municipal authority>”, “<Regional or state authority>”, and “<National or federal authority>”. In the third step, the school responsibility count was divided by the non-school responsibility count. To avoid dividing by ”0”, “1” was added to both the numerator and denominator; when the ratio of school responsibility to non-school responsibility was 6:0, an index value of 6 was assigned. Higher values on the scale indicated relatively higher levels of school responsibility in this area.",Yes,No,pisa_school_questionnaire,In School
EDULEAD,scdv_educational_leadership,"Weighted Likelihood Estimate (WLE) for educational leadership. Principals were asked in SC201 about how often they or other members of their school management teamengaged in activities or behaviours related to educational leadership during the past 12 months(e.g., “Collaborating with teachers to solve classroom discipline problems”, “Providing parents or guardianswith information on the school and student performance”).",Yes,No,pisa_derived_variable,In School
INSTLEAD,scdv_instructional_leadership,"Weighted Likelihood Estimate (WLE) for instructional leadership. Principals were asked in SC201 about how often they or other members of their school management teamengaged in activities or behaviours related to teaching or instructional leadership during the last 12 months(e.g., “Providing feedback to teachers based on observations of instruction in the classroom”, “Takingactions to ensure that teachers feel responsible for their students' learning outcomes”).",Yes,No,pisa_derived_variable,In School
ENCOURPG,scdv_parent_involvement_encouragement,"Weighted Likelihood Estimate (WLE) for school encouragement of parent/guardian involvement. Principals were asked in SC192 about how often their school staff engaged parents or guardians in variousaspects of students’ educational environment during the last academic year (e.g., “Invited parents orguardians to volunteer for school activities”, “Initiated communications with parents or guardians about their child’s progress”).",Yes,No,pisa_derived_variable,In School
RATCMP1,scdv_computer_availability,"Availability of computers. School principals were asked in SC004 to report the number of digital devices available for 15-year-oldstudents at their school. The index of availability of computers (RATCMP1) is the ratio of the number of desktop or laptop computers available for these students for educational purposes (SC004Q02TA) to thetotal number of students in the modal grade for 15-year-olds at their school (SC004Q01TA).",Yes,No,pisa_school_questionnaire,In School
RATCMP2,scdv_internet_connected_computers,"Computers connected to the Internet. School principals were asked in SC004 to report the number of desktop or laptop computers at their schoolthat are connected to the Internet. The index of computers connected to the Internet (RATCMP2) is theratio of the number of desktop or laptop computers available for 15-year-olds for educational purposes.",Yes,No,pisa_school_questionnaire,In School
RATTAB,scdv_tablet_availability,"Availability of tablet devices. School principals were asked in SC004 to report the number of tablet devices or e-book readers availablefor 15-year-old students at their school for educational purposes (SC004Q08JA). The index of availabilityof tablet devices (RATTAB) is the ratio of the number of tablet devices available for these students foreducational purposes to the total number of students in the modal grade for 15-year-olds at their school(SC004Q01TA).",Yes,No,pisa_school_questionnaire,In School
DIGDVPOL,scdv_digital_device_policies,"Weighted Likelihood Estimate (WLE) for digital device policies at the school. School principals were asked in SC190 to indicate whether their school had various policies regarding digital device use (e.g., ""Teachers establish rules for when students may use digital devices during lessons."", ""The school has a specific programme to prepare students for responsible internet behaviour.""). The two response categories for the nine items in the scale were ""Yes"" and ""No"".",Yes,No,pisa_derived_variable,In School
,scdv_digital_device_policies_self,"Weighted Likelihood Estimate (WLE) for digital device policies at the school. School principals were asked in SC190 to indicate whether their school had various policies regarding digital device use (e.g., ""Teachers establish rules for when students may use digital devices during lessons."", ""The school has a specific programme to prepare students for responsible internet behaviour.""). The two response categories for the nine items in the scale were ""Yes"" and ""No"".",Yes,No,pisa_derived_variable,In School
TEAFDBK,scdv_teacher_feedback,"Weighted Likelihood Estimate (WLE) for feedback to teachers. Principals were asked in SC193 how much impact teacher evaluations had on various matters (e.g., ""A change in salary"", ""A change in the likelihood of career advancement"").",Yes,No,pisa_derived_variable,In School
MTTRAIN,scdv_math_teacher_training,"Weighted Likelihood Estimate (WLE) for mathematics teacher training. School principals were asked in SC184 to indicate the areas in which professional development was offered to mathematics teachers in their school (e.g., ""Mathematics content"", ""Mathematics curriculum"").",Yes,No,pisa_derived_variable,In School
DMCVIEWS,scdv_diversity_multicultural_views,Weighted Likelihood Estimate (WLE) for school diversity and multicultural views. Principals were asked in SC017 about the extent to which instruction is hindered by a shortage of educational materials in their school.,Yes,No,pisa_derived_variable,In School
,scdv_diversity_multicultural_views_self,Weighted Likelihood Estimate (WLE) for school diversity and multicultural views. Principals were asked in SC017 about the extent to which instruction is hindered by a shortage of educational materials in their school.,Yes,No,pisa_derived_variable,In School
NEGSCLIM,scdv_negative_school_climate,"Weighted Likelihood Estimate (WLE) for negative school climate. Principals were asked in SC172 about the extent of problem behaviours that contribute to a negative school climate in their school. Higher scale score values indicate that problem behaviours contribute to a negative school climate to a greater extent, while lower scale score values indicate that problem behaviours impact school climate to a lesser extent.",Yes,No,pisa_derived_variable,In School
